date,count
2023/1/2,97
2023/1/3,413
2023/1/4,272
2023/1/5,246
2023/1/6,311
2023/1/7,190
2023/1/8,143
2023/1/9,191
2023/1/10,261
2023/1/11,361
2023/1/12,244
2023/1/13,214
2023/1/14,223
2023/1/15,192
2023/1/16,378
2023/1/17,241
2023/1/18,265
2023/1/19,249
2023/1/20,260
2023/1/21,173
2023/1/22,166
2023/1/23,165
2023/1/24,194
2023/1/25,227
2023/1/26,345
2023/1/27,301
2023/1/28,372
2023/1/29,411
2023/1/30,395
2023/1/31,395
2023/2/1,324
2023/2/2,305
2023/2/3,442
2023/2/4,256
2023/2/5,201
2023/2/6,224
2023/2/7,237
2023/2/8,263
2023/2/9,273
2023/2/10,240
2023/2/11,210
2023/2/12,211
2023/2/13,304
2023/2/14,242
2023/2/15,265
2023/2/16,310
2023/2/17,282
2023/2/18,309
2023/2/19,344
2023/2/20,564
2023/2/21,1157
2023/2/22,798
2023/2/23,791
2023/2/24,2102
2023/2/25,983
2023/2/26,753
2023/2/27,668
2023/2/28,490
2023/3/1,433
2023/3/2,475
2023/3/3,498
2023/3/4,314
2023/3/5,303
2023/3/6,828
2023/3/7,404
2023/3/8,370
2023/3/9,285
2023/3/10,222
2023/3/11,246
2023/3/12,190
2023/3/13,174
2023/3/14,280
2023/3/15,307
2023/3/16,299
2023/3/17,262
2023/3/18,201
2023/3/19,187
2023/3/20,258
2023/3/21,376
2023/3/22,401
2023/3/23,393
2023/3/24,274
2023/3/25,248
2023/3/26,177
2023/3/27,188
2023/3/28,226
2023/3/29,182
2023/3/30,264
2023/3/31,227
2023/4/1,227
2023/4/2,220
2023/4/3,218
2023/4/4,232
2023/4/5,228
2023/4/6,253
2023/4/7,209
2023/4/8,178
2023/4/9,239
2023/4/10,244
2023/4/11,272
2023/4/12,238
2023/4/13,283
2023/4/14,343
2023/4/15,211
2023/4/16,185
2023/4/17,206
2023/4/18,66
2023/4/19,198
2023/4/20,207
2023/4/21,179
2023/4/22,179
2023/4/23,181
2023/4/24,219
2023/4/25,191
2023/4/26,217
2023/4/27,233
2023/4/28,173
2023/4/29,129
2023/4/30,146
2023/5/1,143
2023/5/2,155
2023/5/3,128
2023/5/4,232
2023/5/5,271
2023/5/6,186
2023/5/7,146
2023/5/8,144
2023/5/9,192
2023/5/10,178
2023/5/11,176
2023/5/12,184
2023/5/13,240
2023/5/14,249
2023/5/15,357
2023/5/16,225
2023/5/17,194
2023/5/18,238
2023/5/19,160
2023/5/20,166
2023/5/21,183
2023/5/22,212
2023/5/23,224
2023/5/24,177
2023/5/25,187
2023/5/26,196
2023/5/27,218
2023/5/28,226
2023/5/29,447
2023/5/30,202
2023/5/31,194
2023/6/1,189
2023/6/2,191
2023/6/3,191
2023/6/4,200
2023/6/5,175
2023/6/6,193
2023/6/7,223
2023/6/8,223
2023/6/9,155
2023/6/10,157
2023/6/11,192
2023/6/12,140
2023/6/13,83
2023/6/14,186
2023/6/15,221
2023/6/16,207
2023/6/17,192
2023/6/18,180
2023/6/19,161
2023/6/20,228
2023/6/21,187
2023/6/22,157
2023/6/23,168
2023/6/24,434
2023/6/25,357
2023/6/26,126
2023/6/27,194
2023/6/28,197
2023/6/29,175
2023/6/30,147
2023/7/1,154
2023/7/2,159
2023/7/3,160
2023/7/4,224
2023/7/5,224
2023/7/6,192
2023/7/7,221
2023/7/8,236
2023/7/9,235
2023/7/10,217
2023/7/11,249
2023/7/12,230
2023/7/13,199
2023/7/14,201
2023/7/15,133
2023/7/16,170
2023/7/17,212
2023/7/18,211
2023/7/19,188
2023/7/20,234
2023/7/21,182
2023/7/22,180
2023/7/23,133
2023/7/24,210
2023/7/25,196
2023/7/26,131
2023/7/27,175
2023/7/28,133
2023/7/29,122
2023/7/30,152
2023/7/31,164
2023/8/1,166
2023/8/2,181
2023/8/3,147
2023/8/4,133
2023/8/5,12
2023/8/6,177
2023/8/7,191
2023/8/8,229
2023/8/9,191
2023/8/10,217
2023/8/11,159
2023/8/12,151
2023/8/13,133
2023/8/14,153
2023/8/15,119
2023/8/16,147
2023/8/17,168
2023/8/18,160
2023/8/19,113
2023/8/20,66
2023/8/21,206
2023/8/22,150
2023/8/23,131
2023/8/24,160
2023/8/25,146
2023/8/26,107
2023/8/27,115
2023/8/28,93
2023/8/29,116
2023/8/30,110
2023/8/31,120
2023/9/1,84
2023/9/2,87
2023/9/3,86
2023/9/4,124
2023/9/5,132
2023/9/6,112
2023/9/7,143
2023/9/8,154
2023/9/9,127
2023/9/10,165
2023/9/11,185
2023/9/12,129
2023/9/13,158
2023/9/14,116
2023/9/15,81
2023/9/16,86
2023/9/17,45
2023/9/18,143
2023/9/19,163
2023/9/20,176
2023/9/21,192
2023/9/22,195
2023/9/23,143
2023/9/24,117
2023/9/25,136
2023/9/26,157
2023/9/27,99
2023/9/28,96
2023/9/29,73
2023/9/30,66
2023/10/1,68
2023/10/2,47
2023/10/3,91
2023/10/4,107
2023/10/5,15
2023/10/6,85
2023/10/7,171
2023/10/8,396
2023/10/9,476
2023/10/10,339
2023/10/11,530
2023/10/12,332
2023/10/13,271
2023/10/14,263
2023/10/15,228
2023/10/16,359
2023/10/17,200
2023/10/18,245
2023/10/19,284
2023/10/20,313
2023/10/21,223
2023/10/22,175
2023/10/23,208
2023/10/24,201
2023/10/25,169
2023/10/26,173
2023/10/27,296
2023/10/28,181
2023/10/29,199
2023/10/30,265
2023/10/31,265
2023/11/1,212
2023/11/2,203
2023/11/3,219
2023/11/4,215
2023/11/5,214
2023/11/6,213
2023/11/7,222
2023/11/8,190
2023/11/9,199
2023/11/10,139
2023/11/11,171
2023/11/12,158
2023/11/13,133
2023/11/14,152
2023/11/15,167
2023/11/16,126
2023/11/17,149
2023/11/18,124
2023/11/19,164
2023/11/20,168
2023/11/21,184
2023/11/22,161
2023/11/23,180
2023/11/24,142
2023/11/25,148
2023/11/26,209
2023/11/27,176
2023/11/28,161
2023/11/29,190
2023/11/30,181
2023/12/1,171
2023/12/2,110
2023/12/3,125
2023/12/4,202
2023/12/5,199
2023/12/6,200
2023/12/7,179
2023/12/8,206
2023/12/9,173
2023/12/10,154
2023/12/11,203
2023/12/12,197
2023/12/13,178
2023/12/14,192
2023/12/15,188
2023/12/16,169
2023/12/17,166
2023/12/18,161
2023/12/19,191
2023/12/20,254
2023/12/21,250
2023/12/22,209
2023/12/23,226
2023/12/24,157
2023/12/25,224
2023/12/26,190
2023/12/27,192
2023/12/28,212
2023/12/29,110
2023/12/30,289
2023/12/31,250
2024/1/1,208
2024/1/2,206
2024/1/3,195
2024/1/4,225
2024/1/5,312
2024/1/6,136
2024/1/7,115
2024/1/8,151
2024/1/9,131
2024/1/10,129
2024/1/11,165
2024/1/12,169
2024/1/13,118
2024/1/14,137
2024/1/15,168
2024/1/16,189
2024/1/17,195
2024/1/18,177
2024/1/19,167
2024/1/20,192
2024/1/21,153
2024/1/22,188
2024/1/23,180
2024/1/24,173
2024/1/25,188
2024/1/26,164
2024/1/27,146
2024/1/28,154
2024/1/29,242
2024/1/30,175
2024/1/31,151
2024/2/1,160
2024/2/2,117
2024/2/3,129
2024/2/4,126
2024/2/5,135
2024/2/6,110
2024/2/7,176
2024/2/8,135
2024/2/9,178
2024/2/10,154
2024/2/11,126
2024/2/12,143
2024/2/13,247
2024/2/14,143
2024/2/15,258
2024/2/16,139
2024/2/17,152
2024/2/19,434
2024/2/20,101
2024/2/21,283
2024/2/22,284
2024/2/23,489
2024/2/24,925
2024/2/25,509
2024/2/26,513
2024/2/27,434
2024/2/28,458
2024/2/29,318
2024/3/1,496
2024/3/2,269
2024/3/3,261
2024/3/4,250
2024/3/5,194
2024/3/6,227
2024/3/7,272
2024/3/8,275
2024/3/9,278
2024/3/10,233
2024/3/11,275
2024/3/12,277
2024/3/13,214
2024/3/14,235
2024/3/15,232
2024/3/16,148
2024/3/17,221
2024/3/18,254
2024/3/19,213
2024/3/20,71
2024/3/21,225
2024/3/22,246
2024/3/23,474
2024/3/24,218
2024/3/25,257
2024/3/26,197
2024/3/27,171
2024/3/28,181
2024/3/29,186
2024/3/30,196
2024/3/31,218
2024/4/1,227
2024/4/2,236
2024/4/3,173
2024/4/4,172
2024/4/5,224
2024/4/6,180
2024/4/7,194
2024/4/8,308
2024/4/9,286
2024/4/10,226
2024/4/11,183
2024/4/12,265
2024/4/13,205
2024/4/14,301
2024/4/15,233
2024/4/16,250
2024/4/17,252
2024/4/18,177
2024/4/19,188
2024/4/20,145
2024/4/21,211
2024/4/22,274
2024/4/23,254
2024/4/24,238
2024/4/25,127
2024/4/26,141
2024/4/27,117
2024/4/28,125
2024/4/29,152
2024/4/30,130
2024/5/1,76
2024/5/2,139
2024/5/3,141
2024/5/4,153
2024/5/5,163
2024/5/6,168
2024/5/7,174
2024/5/8,135
2024/5/9,157
2024/5/10,160
2024/5/11,132
2024/5/12,147
2024/5/13,151
2024/5/14,166
2024/5/15,150
2024/5/16,118
2024/5/17,92
2024/5/18,116
2024/5/19,98
2024/5/20,110
2024/5/21,134
2024/5/22,119
2024/5/23,85
2024/5/24,97
2024/5/25,102
2024/5/26,132
2024/5/27,146
2024/5/28,169
2024/5/29,173
2024/5/30,147
2024/5/31,155
2024/6/1,148
2024/6/2,132
